risk_profile_id,account_id,risk_level,risk_score,chargeback_rate,refund_rate,risk_surcharge_rate,assessed_at
2499,2499,medium,0.1928,0.011767,0.03221,0.0015,2022-05-22 11:17:03
2500,2500,low,0.0764,0.005106,0.013833,0.0,2025-01-26 11:57:51
2501,2501,medium,0.2468,0.0102,0.029,0.0015,2024-08-04 15:22:42
2502,2502,low,0.1109,0.004172,0.013043,0.0,2023-12-21 15:37:09
2503,2503,medium,0.1967,0.010514,0.030953,0.0015,2022-07-15 22:48:29
2504,2504,medium,0.2118,0.011119,0.037047,0.0015,2025-09-25 10:54:22
2505,2505,medium,0.133,0.004904,0.018367,0.0015,2023-08-29 11:39:17
2506,2506,medium,0.2143,0.01333,0.023524,0.0015,2022-03-02 10:21:25
2507,2507,medium,0.1539,0.008968,0.029349,0.0015,2022-10-15 05:41:08
2508,2508,medium,0.2421,0.011503,0.044534,0.0015,2023-07-03 22:19:52
2509,2509,medium,0.2285,0.010531,0.047759,0.0015,2022-03-27 06:18:49
2510,2510,medium,0.1448,0.006741,0.02824,0.0015,2023-03-20 03:29:19
2511,2511,low,0.055,0.002176,0.010396,0.0,2023-10-03 18:37:42
2512,2512,medium,0.249,0.017964,0.040528,0.0015,2025-07-21 17:55:44
2513,2513,medium,0.1795,0.006715,0.038157,0.0015,2022-04-29 03:51:51
2514,2514,medium,0.1576,0.005789,0.028773,0.0015,2024-02-29 03:29:56
2515,2515,low,0.0801,0.005312,0.009085,0.0,2025-06-06 18:16:10
2516,2516,medium,0.2121,0.01132,0.040999,0.0015,2025-01-07 20:51:42
2517,2517,low,0.1004,0.00677,0.012747,0.0,2025-06-19 07:40:46
2518,2518,medium,0.2358,0.01306,0.046429,0.0015,2022-08-22 00:38:31
2519,2519,high,0.3266,0.023175,0.071473,0.004,2025-01-01 05:41:55
2520,2520,low,0.1249,0.006117,0.014445,0.0,2025-08-31 18:30:58
2521,2521,medium,0.2005,0.011712,0.021985,0.0015,2023-03-23 00:18:22
2522,2522,low,0.0306,0.001342,0.005934,0.0,2023-11-14 03:20:00
2523,2523,low,0.0825,0.004365,0.016147,0.0,2023-12-28 04:34:59
2524,2524,medium,0.1974,0.007957,0.035707,0.0015,2023-11-07 08:14:29
2525,2525,medium,0.1343,0.007378,0.020933,0.0015,2023-02-01 10:06:58
2526,2526,low,0.1111,0.005934,0.022555,0.0,2025-08-21 04:05:14
2527,2527,medium,0.2266,0.00817,0.040673,0.0015,2025-08-01 11:42:05
2528,2528,medium,0.1419,0.005479,0.028896,0.0015,2023-06-05 20:12:17
2529,2529,low,0.1154,0.006642,0.01618,0.0,2025-01-06 15:20:54
2530,2530,medium,0.1338,0.008516,0.018852,0.0015,2023-06-28 19:32:29
2531,2531,medium,0.163,0.010017,0.028233,0.0015,2024-12-23 07:13:19
2532,2532,high,0.2624,0.016739,0.047882,0.004,2024-03-10 22:36:02
2533,2533,low,0.0759,0.004109,0.008808,0.0,2023-10-06 04:36:39
2534,2534,medium,0.1494,0.007261,0.017781,0.0015,2022-06-25 04:13:23
2535,2535,low,0.0779,0.004866,0.015572,0.0,2024-06-14 11:31:37
2536,2536,medium,0.1671,0.007658,0.028225,0.0015,2023-03-16 05:52:59
2537,2537,medium,0.2456,0.014779,0.031313,0.0015,2022-10-24 15:54:10
2538,2538,high,0.3268,0.012632,0.045755,0.004,2022-09-22 07:24:56
2539,2539,medium,0.2087,0.011794,0.041347,0.0015,2025-09-05 05:00:20
2540,2540,medium,0.1662,0.010598,0.020846,0.0015,2022-05-22 07:00:11
2541,2541,high,0.3288,0.015671,0.056752,0.004,2024-12-28 09:12:00
2542,2542,medium,0.1995,0.014309,0.032118,0.0015,2025-03-30 21:15:34
2543,2543,medium,0.1466,0.005557,0.031459,0.0015,2022-02-12 11:31:45
2544,2544,medium,0.1802,0.008221,0.034499,0.0015,2024-03-17 04:55:15
2545,2545,medium,0.2343,0.014536,0.043567,0.0015,2024-02-29 21:21:13
2546,2546,medium,0.1797,0.01223,0.034216,0.0015,2023-05-06 15:56:42
2547,2547,high,0.2648,0.010467,0.05657,0.004,2024-07-01 01:33:49
2548,2548,high,0.2678,0.010432,0.035012,0.004,2023-07-14 01:25:58
2549,2549,medium,0.1953,0.010471,0.020341,0.0015,2023-08-25 11:57:15
2550,2550,medium,0.1863,0.009095,0.025114,0.0015,2023-08-14 07:37:54
2551,2551,medium,0.1421,0.008098,0.029761,0.0015,2024-12-31 07:44:22
2552,2552,medium,0.1348,0.009261,0.024785,0.0015,2024-05-16 03:33:14
2553,2553,medium,0.1881,0.008758,0.022333,0.0015,2023-06-03 12:52:14
2554,2554,medium,0.2442,0.008648,0.034379,0.0015,2025-06-21 19:41:33
2555,2555,medium,0.1881,0.01163,0.032373,0.0015,2025-01-02 05:11:49
2556,2556,high,0.2552,0.014678,0.030515,0.004,2025-06-30 01:01:13
2557,2557,medium,0.1644,0.009145,0.028253,0.0015,2024-09-26 07:48:19
2558,2558,medium,0.134,0.008896,0.014596,0.0015,2023-06-20 13:27:52
2559,2559,medium,0.2333,0.0161,0.043686,0.0015,2024-11-23 09:13:19
2560,2560,medium,0.2167,0.008836,0.029483,0.0015,2023-03-27 10:20:42
2561,2561,low,0.0999,0.00682,0.015109,0.0,2023-01-06 15:08:00
2562,2562,medium,0.2011,0.011391,0.02045,0.0015,2023-09-10 00:45:31
2563,2563,low,0.0994,0.00694,0.017625,0.0,2025-08-19 00:10:54
2564,2564,medium,0.2177,0.012565,0.039696,0.0015,2024-02-16 22:24:59
2565,2565,low,0.121,0.008566,0.024796,0.0,2023-06-09 21:24:37
2566,2566,high,0.268,0.018304,0.050201,0.004,2023-09-24 18:24:20
2567,2567,high,0.3597,0.01728,0.065174,0.004,2023-02-03 09:12:45
2568,2568,low,0.0546,0.003314,0.008213,0.0,2024-06-20 04:11:31
2569,2569,medium,0.134,0.007732,0.014562,0.0015,2023-04-25 09:08:42
2570,2570,low,0.1198,0.006756,0.021243,0.0,2024-01-29 10:01:43
2571,2571,low,0.0805,0.003171,0.008263,0.0,2023-05-21 21:52:12
2572,2572,low,0.01,0.000359,0.00179,0.0,2023-03-15 17:43:58
2573,2573,medium,0.2073,0.010093,0.022587,0.0015,2025-08-20 06:46:44
2574,2574,high,0.2932,0.0161,0.03141,0.004,2023-04-18 23:02:01
2575,2575,low,0.0927,0.005291,0.015574,0.0,2022-04-07 11:19:28
2576,2576,medium,0.1806,0.010063,0.038004,0.0015,2023-06-02 21:57:30
2577,2577,high,0.2509,0.010242,0.046856,0.004,2023-12-29 23:21:06
2578,2578,low,0.02,0.001356,0.003687,0.0,2022-05-10 11:12:46
2579,2579,medium,0.1476,0.009417,0.028834,0.0015,2023-02-23 04:13:50
2580,2580,high,0.25,0.017385,0.038821,0.004,2022-08-16 04:10:06
2581,2581,medium,0.161,0.011324,0.030203,0.0015,2023-11-16 21:17:03
2582,2582,low,0.0764,0.005221,0.012032,0.0,2024-09-16 05:16:20
2583,2583,medium,0.1608,0.009902,0.034411,0.0015,2025-08-17 21:08:35
2584,2584,medium,0.1688,0.00888,0.03131,0.0015,2023-06-17 06:49:23
2585,2585,low,0.0782,0.004725,0.010655,0.0,2025-03-26 22:30:24
2586,2586,medium,0.1507,0.006767,0.021675,0.0015,2022-10-21 11:44:36
2587,2587,medium,0.1982,0.014246,0.035026,0.0015,2024-12-03 17:16:41
2588,2588,low,0.0369,0.002224,0.005789,0.0,2024-02-09 17:39:38
2589,2589,medium,0.1521,0.008965,0.018049,0.0015,2024-11-03 04:20:45
2590,2590,medium,0.1619,0.009423,0.028488,0.0015,2024-10-30 13:52:27
2591,2591,medium,0.167,0.010409,0.029091,0.0015,2023-12-30 08:49:02
2592,2592,medium,0.1437,0.008968,0.014655,0.0015,2022-12-19 03:41:27
2593,2593,low,0.1061,0.003901,0.015468,0.0,2023-12-21 19:40:42
2594,2594,medium,0.1515,0.007872,0.028466,0.0015,2025-02-05 01:09:55
2595,2595,medium,0.1855,0.013733,0.022578,0.0015,2025-08-20 20:40:40
2596,2596,low,0.0779,0.005091,0.015763,0.0,2025-06-22 19:50:22
2597,2597,low,0.0577,0.002462,0.009702,0.0,2022-09-06 05:55:35
2598,2598,low,0.1183,0.006166,0.01761,0.0,2024-03-28 05:39:25
2599,2599,low,0.0737,0.003943,0.016106,0.0,2022-05-24 02:03:44
2600,2600,low,0.1141,0.008457,0.02014,0.0,2024-07-04 02:53:22
2601,2601,low,0.1142,0.008342,0.024101,0.0,2025-09-19 12:22:00
2602,2602,medium,0.2238,0.008523,0.049215,0.0015,2022-03-13 22:10:29
2603,2603,medium,0.2108,0.009615,0.032699,0.0015,2024-06-17 04:35:33
2604,2604,medium,0.1602,0.006073,0.022967,0.0015,2025-07-17 11:18:32
2605,2605,medium,0.1416,0.006056,0.028911,0.0015,2025-03-04 22:45:31
2606,2606,low,0.0915,0.004845,0.009259,0.0,2023-06-21 22:03:31
2607,2607,medium,0.1414,0.008346,0.021991,0.0015,2022-05-23 03:57:49
2608,2608,medium,0.1773,0.011964,0.031431,0.0015,2025-06-17 21:29:52
2609,2609,medium,0.2384,0.009175,0.047031,0.0015,2025-06-14 08:51:41
2610,2610,medium,0.148,0.006842,0.02696,0.0015,2024-03-03 00:59:24
2611,2611,medium,0.1741,0.010339,0.017827,0.0015,2025-09-01 03:04:16
2612,2612,medium,0.2087,0.011142,0.037778,0.0015,2022-01-07 07:38:39
2613,2613,low,0.1057,0.005004,0.018856,0.0,2024-04-23 12:33:36
2614,2614,medium,0.2213,0.009319,0.022374,0.0015,2022-02-22 17:24:39
2615,2615,medium,0.1347,0.008529,0.018299,0.0015,2025-07-04 00:42:52
2616,2616,medium,0.1972,0.008754,0.030838,0.0015,2024-07-19 19:30:36
2617,2617,low,0.1295,0.008079,0.022784,0.0,2025-06-03 13:41:24
2618,2618,medium,0.1702,0.012198,0.030918,0.0015,2024-02-09 17:30:58
2619,2619,high,0.2529,0.011033,0.04178,0.004,2022-04-24 21:41:40
2620,2620,medium,0.1738,0.0111,0.038089,0.0015,2022-02-06 07:06:46
2621,2621,high,0.2888,0.019357,0.052646,0.004,2023-04-05 01:32:51
2622,2622,high,0.343,0.020688,0.041099,0.004,2024-10-14 01:16:38
2623,2623,high,0.3472,0.016674,0.065076,0.004,2022-07-26 14:41:35
2624,2624,medium,0.2171,0.009681,0.027301,0.0015,2025-03-11 17:38:08
2625,2625,medium,0.1816,0.012077,0.021829,0.0015,2022-11-24 14:43:15
2626,2626,medium,0.1757,0.008442,0.030873,0.0015,2023-11-11 02:22:43
2627,2627,low,0.0182,0.001227,0.002951,0.0,2022-10-05 19:33:22
2628,2628,medium,0.2478,0.017009,0.052937,0.0015,2023-09-30 03:44:53
2629,2629,medium,0.1398,0.009756,0.023755,0.0015,2023-09-11 13:46:47
2630,2630,medium,0.1428,0.009665,0.023224,0.0015,2022-01-08 11:41:35
2631,2631,low,0.1225,0.008696,0.01425,0.0,2024-02-16 18:23:13
2632,2632,low,0.0983,0.007094,0.019986,0.0,2024-12-12 03:17:00
2633,2633,low,0.1157,0.006334,0.01597,0.0,2025-07-04 19:48:56
2634,2634,medium,0.1573,0.007339,0.023598,0.0015,2023-03-29 10:04:11
2635,2635,medium,0.1606,0.006838,0.025757,0.0015,2025-04-19 15:24:23
2636,2636,medium,0.2074,0.010502,0.044539,0.0015,2025-04-17 03:34:01
2637,2637,medium,0.1443,0.006514,0.018912,0.0015,2025-09-14 02:34:55
2638,2638,low,0.1047,0.00719,0.019071,0.0,2023-05-26 08:19:30
2639,2639,low,0.1209,0.008299,0.022324,0.0,2025-03-10 00:28:11
2640,2640,medium,0.1474,0.00777,0.015183,0.0015,2024-02-13 00:38:16
2641,2641,medium,0.186,0.012529,0.027363,0.0015,2022-03-21 17:08:37
2642,2642,medium,0.2077,0.012593,0.021784,0.0015,2023-01-05 19:51:41
2643,2643,medium,0.1957,0.011347,0.022978,0.0015,2024-07-08 08:47:29
2644,2644,medium,0.1342,0.009052,0.014672,0.0015,2022-08-08 16:26:07
2645,2645,low,0.0615,0.004132,0.008013,0.0,2023-08-18 17:07:09
2646,2646,medium,0.1842,0.012337,0.033746,0.0015,2024-11-26 01:46:34
2647,2647,high,0.287,0.016305,0.0338,0.004,2022-07-24 20:54:16
2648,2648,high,0.3919,0.018746,0.057772,0.004,2023-11-11 08:03:30
2649,2649,medium,0.182,0.009306,0.030714,0.0015,2022-10-21 22:14:22
2650,2650,medium,0.2118,0.013182,0.026376,0.0015,2024-01-04 21:58:17
2651,2651,low,0.0811,0.005793,0.010629,0.0,2022-11-26 07:02:20
2652,2652,medium,0.134,0.008562,0.022333,0.0015,2025-08-13 16:32:11
2653,2653,medium,0.152,0.010129,0.027962,0.0015,2022-04-15 22:15:08
2654,2654,low,0.0913,0.004264,0.01435,0.0,2025-08-11 04:15:20
2655,2655,high,0.3471,0.018235,0.04984,0.004,2024-12-19 06:50:18
2656,2656,high,0.252,0.016347,0.050892,0.004,2025-03-16 12:26:31
2657,2657,medium,0.1683,0.011755,0.033666,0.0015,2025-03-10 20:44:46
2658,2658,low,0.0769,0.004264,0.010189,0.0,2022-09-14 15:35:17
2659,2659,medium,0.1644,0.005874,0.030575,0.0015,2025-06-27 17:36:15
2660,2660,low,0.1285,0.009051,0.022468,0.0,2024-03-23 23:09:39
2661,2661,low,0.0586,0.00228,0.006358,0.0,2025-08-09 05:32:54
2662,2662,medium,0.2378,0.01336,0.025578,0.0015,2025-04-16 07:20:10
2663,2663,medium,0.2324,0.01259,0.02325,0.0015,2024-03-03 21:45:31
2664,2664,high,0.2528,0.018578,0.029714,0.004,2023-05-28 06:23:59
2665,2665,medium,0.1512,0.006045,0.017267,0.0015,2022-06-10 10:46:19
2666,2666,medium,0.217,0.01336,0.024361,0.0015,2022-05-19 07:31:03
2667,2667,low,0.0981,0.004652,0.014555,0.0,2023-06-18 02:56:45
2668,2668,low,0.1262,0.006609,0.023558,0.0,2025-01-14 09:32:02
2669,2669,low,0.1265,0.006536,0.019603,0.0,2023-11-23 07:26:51
2670,2670,medium,0.2324,0.011373,0.038625,0.0015,2023-10-22 01:15:39
2671,2671,low,0.0654,0.004591,0.009177,0.0,2022-12-01 09:54:17
2672,2672,medium,0.1498,0.009567,0.026808,0.0015,2024-02-12 02:08:25
2673,2673,low,0.1041,0.00739,0.014558,0.0,2024-05-22 21:17:23
2674,2674,medium,0.2249,0.015149,0.030855,0.0015,2025-09-05 13:45:41
2675,2675,low,0.0665,0.003435,0.014185,0.0,2024-09-24 20:12:59
2676,2676,medium,0.2495,0.009346,0.038092,0.0015,2024-04-10 15:57:56
2677,2677,low,0.01,0.00047,0.001536,0.0,2025-05-29 23:38:28
2678,2678,medium,0.2028,0.009904,0.022051,0.0015,2023-08-05 08:55:23
2679,2679,low,0.0172,0.000673,0.003624,0.0,2025-07-03 00:14:34
2680,2680,low,0.0395,0.001625,0.005693,0.0,2023-05-22 03:19:36
2681,2681,medium,0.2482,0.008915,0.045076,0.0015,2022-06-24 19:14:47
2682,2682,medium,0.1767,0.009285,0.031902,0.0015,2023-07-26 07:16:35
2683,2683,low,0.0962,0.004021,0.019853,0.0,2022-06-26 03:39:27
2684,2684,medium,0.1697,0.007784,0.034876,0.0015,2022-06-11 23:16:43
2685,2685,medium,0.1486,0.008058,0.017602,0.0015,2025-04-20 11:50:25
2686,2686,medium,0.2135,0.008875,0.024143,0.0015,2024-12-23 05:15:01
2687,2687,medium,0.2176,0.008184,0.04497,0.0015,2022-10-30 14:49:26
2688,2688,high,0.3572,0.023444,0.047462,0.004,2025-02-19 23:55:11
2689,2689,high,0.2723,0.019171,0.054555,0.004,2022-04-05 06:11:44
2690,2690,medium,0.1438,0.006976,0.021415,0.0015,2023-01-25 01:19:36
2691,2691,low,0.01,0.000535,0.001418,0.0,2024-08-23 22:44:03
2692,2692,high,0.3082,0.014342,0.037408,0.004,2023-02-20 14:15:02
2693,2693,high,0.2606,0.013936,0.056476,0.004,2024-09-26 07:53:38
2694,2694,high,0.2602,0.010032,0.028014,0.004,2025-04-11 02:08:32
2695,2695,medium,0.1992,0.010631,0.032428,0.0015,2022-04-01 08:56:14
2696,2696,medium,0.145,0.007751,0.027007,0.0015,2022-02-02 18:59:40
2697,2697,medium,0.2181,0.01031,0.032743,0.0015,2025-07-09 22:08:46
2698,2698,medium,0.2156,0.01503,0.029205,0.0015,2023-12-13 23:39:31
2699,2699,medium,0.1987,0.010293,0.023618,0.0015,2023-11-24 20:33:58
2700,2700,medium,0.1857,0.007602,0.022917,0.0015,2023-09-27 07:24:03
2701,2701,medium,0.2075,0.013491,0.044273,0.0015,2023-08-17 04:22:12
2702,2702,medium,0.1789,0.007308,0.026749,0.0015,2024-08-02 02:14:31
2703,2703,low,0.1084,0.004163,0.011263,0.0,2024-03-04 02:12:18
2704,2704,medium,0.2383,0.011854,0.035009,0.0015,2022-08-12 12:28:34
2705,2705,medium,0.1484,0.009927,0.025718,0.0015,2024-05-07 05:47:57
2706,2706,medium,0.2343,0.017115,0.040808,0.0015,2024-07-03 06:38:05
2707,2707,medium,0.1739,0.010665,0.019358,0.0015,2022-06-05 09:44:46
2708,2708,high,0.2862,0.020263,0.037589,0.004,2023-05-31 08:55:51
2709,2709,high,0.3574,0.02064,0.06727,0.004,2024-12-17 09:56:35
2710,2710,medium,0.19,0.008098,0.041495,0.0015,2024-04-26 09:38:36
2711,2711,low,0.107,0.006164,0.017282,0.0,2022-07-06 13:17:39
2712,2712,low,0.0857,0.005525,0.009456,0.0,2022-02-24 20:23:57
2713,2713,medium,0.2456,0.009333,0.050348,0.0015,2024-03-06 02:19:23
2714,2714,medium,0.1396,0.00723,0.021285,0.0015,2023-09-24 15:25:38
2715,2715,low,0.1156,0.004436,0.021743,0.0,2025-08-07 17:14:33
2716,2716,low,0.0662,0.003365,0.00856,0.0,2023-12-16 10:32:28
2717,2717,medium,0.1777,0.01022,0.036372,0.0015,2025-06-28 06:38:18
2718,2718,low,0.0696,0.004437,0.009194,0.0,2022-10-21 04:45:52
2719,2719,medium,0.1531,0.007534,0.028055,0.0015,2023-09-04 22:59:14
2720,2720,medium,0.1492,0.005954,0.022101,0.0015,2022-07-11 00:07:25
2721,2721,low,0.1106,0.006061,0.015918,0.0,2024-02-25 13:05:29
2722,2722,medium,0.2111,0.008482,0.025949,0.0015,2022-09-15 19:59:17
2723,2723,low,0.0927,0.003603,0.018603,0.0,2023-11-05 09:58:52
2724,2724,low,0.0934,0.006005,0.014279,0.0,2023-04-16 18:50:23
2725,2725,medium,0.1551,0.009204,0.023259,0.0015,2022-09-12 01:52:39
2726,2726,high,0.2602,0.014627,0.029476,0.004,2022-05-13 10:28:14
2727,2727,low,0.0659,0.002746,0.007715,0.0,2023-12-02 11:41:24
2728,2728,low,0.0928,0.006662,0.013394,0.0,2025-07-19 22:24:12
2729,2729,low,0.1146,0.007956,0.012054,0.0,2022-09-29 21:18:08
2730,2730,medium,0.2194,0.015076,0.03771,0.0015,2023-07-09 00:45:54
2731,2731,high,0.2764,0.010395,0.033843,0.004,2022-11-04 06:17:06
2732,2732,low,0.1251,0.004739,0.023425,0.0,2025-01-11 16:05:23
2733,2733,low,0.01,0.000539,0.001777,0.0,2023-07-22 14:04:43
2734,2734,medium,0.2296,0.010684,0.035953,0.0015,2025-08-26 00:03:46
2735,2735,medium,0.132,0.006393,0.016401,0.0015,2022-12-02 09:20:21
2736,2736,medium,0.232,0.014704,0.044752,0.0015,2022-04-21 10:42:02
2737,2737,medium,0.2486,0.018005,0.054469,0.0015,2024-03-07 21:18:09
2738,2738,low,0.0582,0.00344,0.010784,0.0,2024-06-10 11:36:43
2739,2739,medium,0.1346,0.004865,0.025183,0.0015,2025-09-17 08:01:07
2740,2740,low,0.1262,0.004618,0.015587,0.0,2025-04-07 02:06:11
2741,2741,medium,0.2394,0.010596,0.035514,0.0015,2025-04-24 13:04:02
2742,2742,low,0.0903,0.003193,0.009928,0.0,2024-05-17 15:11:05
2743,2743,low,0.1139,0.004617,0.012514,0.0,2023-05-08 05:26:29
2744,2744,medium,0.2446,0.00908,0.037571,0.0015,2023-08-10 21:47:08
2745,2745,medium,0.1508,0.006952,0.019608,0.0015,2022-07-02 23:06:38
2746,2746,high,0.2845,0.010479,0.050499,0.004,2023-08-13 17:05:56
2747,2747,low,0.0466,0.00333,0.009872,0.0,2023-05-14 13:14:48
2748,2748,medium,0.1432,0.008009,0.021696,0.0015,2022-10-07 17:05:07
2749,2749,high,0.3048,0.021173,0.035097,0.004,2024-01-02 08:00:42
2750,2750,medium,0.222,0.013795,0.0277,0.0015,2023-05-21 06:16:09
2751,2751,medium,0.143,0.007639,0.022153,0.0015,2025-09-21 04:00:13
2752,2752,medium,0.2369,0.012702,0.036848,0.0015,2023-10-17 15:01:20
2753,2753,medium,0.1915,0.012223,0.031697,0.0015,2025-08-04 12:17:07
2754,2754,medium,0.2007,0.009602,0.041798,0.0015,2024-06-22 20:28:10
2755,2755,low,0.01,0.000562,0.002094,0.0,2022-02-25 06:23:14
2756,2756,medium,0.1968,0.007811,0.034804,0.0015,2022-10-06 07:30:40
2757,2757,low,0.0183,0.001213,0.002166,0.0,2024-08-23 12:43:37
2758,2758,medium,0.1481,0.00713,0.017788,0.0015,2024-01-16 17:17:57
2759,2759,medium,0.1452,0.006119,0.019736,0.0015,2023-02-17 19:32:38
2760,2760,medium,0.1473,0.009518,0.027533,0.0015,2023-12-16 05:05:00
2761,2761,low,0.0564,0.002183,0.011322,0.0,2025-05-20 06:56:23
2762,2762,low,0.0948,0.006927,0.016923,0.0,2023-06-16 18:03:46
2763,2763,low,0.0897,0.005615,0.018068,0.0,2022-03-03 17:12:26
2764,2764,low,0.0577,0.00373,0.007433,0.0,2023-03-02 09:24:49
2765,2765,medium,0.1739,0.006655,0.031582,0.0015,2025-07-04 06:37:06
2766,2766,low,0.1099,0.006324,0.014588,0.0,2024-11-08 02:40:29
2767,2767,medium,0.2102,0.007609,0.037546,0.0015,2025-02-19 16:00:13
2768,2768,high,0.3178,0.015281,0.032857,0.004,2025-06-01 01:52:12
2769,2769,low,0.0897,0.005739,0.015538,0.0,2022-06-10 17:54:13
2770,2770,medium,0.1847,0.008056,0.038196,0.0015,2023-01-22 16:42:33
2771,2771,high,0.4115,0.025875,0.054076,0.004,2022-03-23 20:09:09
2772,2772,medium,0.2057,0.011731,0.041915,0.0015,2022-01-07 11:28:50
2773,2773,low,0.0206,0.001472,0.002196,0.0,2025-02-15 21:07:19
2774,2774,high,0.2902,0.015926,0.051852,0.004,2025-07-05 17:50:55
2775,2775,medium,0.2219,0.010438,0.033356,0.0015,2022-08-02 01:50:09
2776,2776,low,0.0162,0.001137,0.001679,0.0,2024-09-14 22:15:10
2777,2777,medium,0.1785,0.009658,0.031584,0.0015,2024-01-02 17:46:34
2778,2778,low,0.01,0.000465,0.001192,0.0,2022-04-05 16:48:44
2779,2779,medium,0.1337,0.006902,0.021337,0.0015,2025-06-06 17:44:06
2780,2780,low,0.093,0.004904,0.012054,0.0,2025-04-06 20:30:27
2781,2781,low,0.0424,0.001861,0.004872,0.0,2024-02-16 06:27:23
2782,2782,high,0.3718,0.024874,0.042158,0.004,2024-08-26 09:23:36
2783,2783,medium,0.2288,0.015514,0.040159,0.0015,2023-06-28 09:57:49
2784,2784,low,0.0699,0.003691,0.00865,0.0,2024-12-20 14:29:23
2785,2785,medium,0.1891,0.006745,0.025917,0.0015,2023-09-01 18:46:01
2786,2786,low,0.1257,0.004917,0.015617,0.0,2025-09-15 04:36:47
2787,2787,high,0.2922,0.016175,0.03365,0.004,2022-03-28 08:15:46
2788,2788,medium,0.243,0.011042,0.024384,0.0015,2022-08-24 12:00:48
2789,2789,low,0.0651,0.00314,0.010272,0.0,2025-08-18 06:04:34
2790,2790,low,0.0501,0.002817,0.009634,0.0,2023-01-31 01:16:48
2791,2791,medium,0.162,0.009965,0.017551,0.0015,2023-03-01 23:23:53
2792,2792,medium,0.1975,0.008391,0.023831,0.0015,2024-12-18 11:09:33
2793,2793,high,0.2549,0.015926,0.052682,0.004,2022-09-17 01:10:55
2794,2794,high,0.3035,0.011948,0.063609,0.004,2023-12-04 12:29:45
2795,2795,medium,0.1929,0.011107,0.041531,0.0015,2023-01-27 07:30:18
2796,2796,medium,0.1747,0.010796,0.030635,0.0015,2022-09-28 18:38:22
2797,2797,low,0.108,0.005041,0.011001,0.0,2025-08-12 06:18:02
2798,2798,low,0.1028,0.007037,0.011856,0.0,2022-10-01 11:01:16
2799,2799,high,0.2644,0.017591,0.033419,0.004,2022-05-09 23:35:58
2800,2800,medium,0.1315,0.009239,0.018707,0.0015,2024-07-10 22:43:21
2801,2801,medium,0.1504,0.00732,0.021361,0.0015,2025-04-01 11:17:36
2802,2802,medium,0.1568,0.011344,0.01903,0.0015,2022-06-24 09:56:30
2803,2803,high,0.318,0.01729,0.038554,0.004,2024-08-26 07:55:50
2804,2804,medium,0.1891,0.008971,0.040571,0.0015,2024-01-10 19:14:49
2805,2805,medium,0.1577,0.009452,0.017488,0.0015,2025-02-09 11:11:22
2806,2806,low,0.0561,0.003949,0.005742,0.0,2022-06-23 16:10:20
2807,2807,medium,0.1404,0.009909,0.014459,0.0015,2025-08-28 00:40:04
2808,2808,medium,0.1508,0.006742,0.025177,0.0015,2024-04-26 22:38:33
2809,2809,medium,0.1508,0.006197,0.019095,0.0015,2025-02-26 01:37:17
2810,2810,high,0.3338,0.017662,0.052617,0.004,2023-05-11 03:56:34
2811,2811,low,0.1056,0.007659,0.016449,0.0,2025-07-14 13:07:45
2812,2812,medium,0.2098,0.015441,0.043727,0.0015,2024-05-06 20:44:33
2813,2813,high,0.2895,0.013325,0.034561,0.004,2022-06-23 15:32:18
2814,2814,low,0.0742,0.002797,0.010198,0.0,2025-06-16 12:42:10
2815,2815,medium,0.1763,0.011176,0.032016,0.0015,2024-12-24 15:19:48
2816,2816,medium,0.158,0.006996,0.025832,0.0015,2023-02-15 16:12:35
2817,2817,low,0.0848,0.003683,0.014417,0.0,2024-01-17 11:37:27
2818,2818,low,0.1169,0.007529,0.018221,0.0,2023-06-15 20:47:34
2819,2819,medium,0.1362,0.005863,0.027033,0.0015,2024-01-14 12:02:50
2820,2820,low,0.109,0.007229,0.012475,0.0,2025-08-13 15:10:03
2821,2821,medium,0.1863,0.013419,0.039926,0.0015,2025-05-14 17:23:35
2822,2822,medium,0.181,0.007448,0.02205,0.0015,2022-10-22 20:36:44
2823,2823,high,0.3476,0.019776,0.042561,0.004,2025-08-22 10:15:46
2824,2824,low,0.0742,0.004677,0.009484,0.0,2023-08-23 02:37:25
2825,2825,medium,0.2317,0.013067,0.043773,0.0015,2024-08-22 05:15:06
2826,2826,medium,0.248,0.017708,0.042618,0.0015,2024-11-11 10:58:21
2827,2827,low,0.1247,0.004701,0.014007,0.0,2023-10-23 15:49:59
2828,2828,high,0.2861,0.021397,0.058594,0.004,2023-09-17 16:58:12
2829,2829,medium,0.2101,0.012064,0.045942,0.0015,2023-09-17 08:39:05
2830,2830,low,0.1058,0.004606,0.016899,0.0,2025-03-25 23:13:05
2831,2831,low,0.0625,0.003771,0.006422,0.0,2023-06-13 12:21:45
2832,2832,medium,0.1899,0.011695,0.03066,0.0015,2023-01-18 22:26:16
2833,2833,medium,0.13,0.004578,0.022043,0.0015,2023-05-10 16:01:09
2834,2834,medium,0.1948,0.013341,0.024066,0.0015,2022-09-24 14:23:26
2835,2835,medium,0.1436,0.005433,0.014945,0.0015,2023-06-20 13:57:09
2836,2836,medium,0.206,0.008981,0.032648,0.0015,2022-06-06 01:25:23
2837,2837,medium,0.1428,0.0084,0.029227,0.0015,2022-05-03 18:46:41
2838,2838,medium,0.2286,0.015084,0.029667,0.0015,2024-09-17 05:27:02
