account_id,email,created_at,region,business_segment,company_size,account_status,closed_at
2535,company_02535@example.com,2024-06-14 11:31:37,South,services,small,churned,2025-03-26 20:21:21.517308550
2536,company_02536@example.com,2023-03-16 05:52:59,Siberia,services,small,active,
2537,company_02537@example.com,2022-10-24 15:54:10,Far East,entertainment,small,active,
2538,company_02538@example.com,2022-09-22 07:24:56,Moscow,travel,medium,active,
2539,company_02539@example.com,2025-09-05 05:00:20,Central,ecommerce,small,active,
2540,company_02540@example.com,2022-05-22 07:00:11,South,retail,small,churned,2023-02-27 00:55:32.429058261
2541,company_02541@example.com,2024-12-28 09:12:00,Moscow,travel,small,active,
2542,company_02542@example.com,2025-03-30 21:15:34,South,ecommerce,small,active,
2543,company_02543@example.com,2022-02-12 11:31:45,Moscow,education,small,active,
2544,company_02544@example.com,2024-03-17 04:55:15,Far East,retail,small,active,
2545,company_02545@example.com,2024-02-29 21:21:13,South,ecommerce,small,active,
2546,company_02546@example.com,2023-05-06 15:56:42,Volga,other,small,active,
2547,company_02547@example.com,2024-07-01 01:33:49,Central,entertainment,small,churned,2025-10-25 19:11:25.598431818
2548,company_02548@example.com,2023-07-14 01:25:58,Northwest,travel,large,active,
2549,company_02549@example.com,2023-08-25 11:57:15,South,ecommerce,small,active,
2550,company_02550@example.com,2023-08-14 07:37:54,Ural,other,small,active,
2551,company_02551@example.com,2024-12-31 07:44:22,Ural,services,small,active,
2552,company_02552@example.com,2024-05-16 03:33:14,Moscow,other,small,active,
2553,company_02553@example.com,2023-06-03 12:52:14,Moscow,ecommerce,small,churned,2025-04-27 11:26:38.435719661
2554,company_02554@example.com,2025-06-21 19:41:33,Moscow,ecommerce,small,active,
2555,company_02555@example.com,2025-01-02 05:11:49,South,services,small,active,
2556,company_02556@example.com,2025-06-30 01:01:13,Volga,entertainment,small,active,
2557,company_02557@example.com,2024-09-26 07:48:19,Saint Petersburg,ecommerce,small,active,
2558,company_02558@example.com,2023-06-20 13:27:52,Northwest,retail,large,active,
2559,company_02559@example.com,2024-11-23 09:13:19,Moscow,services,small,active,
2560,company_02560@example.com,2023-03-27 10:20:42,Ural,other,small,active,
2561,company_02561@example.com,2023-01-06 15:08:00,Central,saas,small,active,
2562,company_02562@example.com,2023-09-10 00:45:31,Central,entertainment,small,active,
2563,company_02563@example.com,2025-08-19 00:10:54,Moscow,services,medium,active,
2564,company_02564@example.com,2024-02-16 22:24:59,South,entertainment,small,active,
2565,company_02565@example.com,2023-06-09 21:24:37,Ural,education,small,active,
2566,company_02566@example.com,2023-09-24 18:24:20,Saint Petersburg,ecommerce,small,churned,2024-09-10 22:21:42.742008459
2567,company_02567@example.com,2023-02-03 09:12:45,Volga,travel,small,active,
2568,company_02568@example.com,2024-06-20 04:11:31,Volga,services,large,active,
2569,company_02569@example.com,2023-04-25 09:08:42,Saint Petersburg,education,small,active,
2570,company_02570@example.com,2024-01-29 10:01:43,Volga,retail,medium,active,
2571,company_02571@example.com,2023-05-21 21:52:12,Central,saas,small,active,
2572,company_02572@example.com,2023-03-15 17:43:58,Siberia,saas,large,active,
2573,company_02573@example.com,2025-08-20 06:46:44,South,retail,small,active,
2574,company_02574@example.com,2023-04-18 23:02:01,Moscow,entertainment,small,active,
2575,company_02575@example.com,2022-04-07 11:19:28,Ural,retail,medium,churned,2024-10-28 20:41:02.391515091
2576,company_02576@example.com,2023-06-02 21:57:30,Saint Petersburg,ecommerce,small,churned,2025-11-07 23:59:40.509502165
2577,company_02577@example.com,2023-12-29 23:21:06,Far East,ecommerce,small,active,
2578,company_02578@example.com,2022-05-10 11:12:46,Volga,education,large,active,
2579,company_02579@example.com,2023-02-23 04:13:50,Moscow,ecommerce,small,active,
2580,company_02580@example.com,2022-08-16 04:10:06,South,travel,medium,churned,2024-02-29 12:38:33.112608165
2581,company_02581@example.com,2023-11-16 21:17:03,Moscow,saas,small,active,
2582,company_02582@example.com,2024-09-16 05:16:20,Siberia,services,medium,churned,2025-05-15 19:26:18.769109851
2583,company_02583@example.com,2025-08-17 21:08:35,Far East,entertainment,medium,active,
2584,company_02584@example.com,2023-06-17 06:49:23,South,other,small,active,
2585,company_02585@example.com,2025-03-26 22:30:24,Volga,education,small,active,
2586,company_02586@example.com,2022-10-21 11:44:36,Volga,ecommerce,small,active,
2587,company_02587@example.com,2024-12-03 17:16:41,Central,ecommerce,small,active,
2588,company_02588@example.com,2024-02-09 17:39:38,Moscow,services,medium,active,
2589,company_02589@example.com,2024-11-03 04:20:45,Far East,retail,small,active,
2590,company_02590@example.com,2024-10-30 13:52:27,Saint Petersburg,services,small,active,
2591,company_02591@example.com,2023-12-30 08:49:02,Saint Petersburg,services,small,active,
2592,company_02592@example.com,2022-12-19 03:41:27,Moscow,services,small,active,
2593,company_02593@example.com,2023-12-21 19:40:42,Northwest,ecommerce,medium,active,
2594,company_02594@example.com,2025-02-05 01:09:55,Far East,retail,small,active,
2595,company_02595@example.com,2025-08-20 20:40:40,Saint Petersburg,retail,small,active,
2596,company_02596@example.com,2025-06-22 19:50:22,Saint Petersburg,saas,medium,active,
2597,company_02597@example.com,2022-09-06 05:55:35,Ural,services,large,active,
2598,company_02598@example.com,2024-03-28 05:39:25,Central,services,small,churned,2025-11-26 17:10:31.023138292
2599,company_02599@example.com,2022-05-24 02:03:44,Northwest,services,large,active,
2600,company_02600@example.com,2024-07-04 02:53:22,Siberia,education,small,active,
2601,company_02601@example.com,2025-09-19 12:22:00,Ural,ecommerce,medium,active,
2602,company_02602@example.com,2022-03-13 22:10:29,Moscow,ecommerce,small,active,
2603,company_02603@example.com,2024-06-17 04:35:33,South,ecommerce,small,active,
2604,company_02604@example.com,2025-07-17 11:18:32,Northwest,ecommerce,small,churned,2026-04-18 16:53:07.342235649
2605,company_02605@example.com,2025-03-04 22:45:31,Saint Petersburg,retail,small,active,
2606,company_02606@example.com,2023-06-21 22:03:31,Siberia,saas,small,churned,2026-04-17 09:19:20.018889740
2607,company_02607@example.com,2022-05-23 03:57:49,Central,ecommerce,small,churned,2023-04-07 05:37:02.067886554
2608,company_02608@example.com,2025-06-17 21:29:52,Northwest,ecommerce,small,active,
2609,company_02609@example.com,2025-06-14 08:51:41,South,ecommerce,small,active,
2610,company_02610@example.com,2024-03-03 00:59:24,Moscow,retail,small,churned,2026-03-14 14:24:15.126535743
2611,company_02611@example.com,2025-09-01 03:04:16,Central,ecommerce,small,active,
2612,company_02612@example.com,2022-01-07 07:38:39,Moscow,ecommerce,medium,churned,2025-06-16 05:55:02.116724104
2613,company_02613@example.com,2024-04-23 12:33:36,Central,retail,large,active,
2614,company_02614@example.com,2022-02-22 17:24:39,Far East,other,small,active,
2615,company_02615@example.com,2025-07-04 00:42:52,Moscow,retail,small,churned,2026-03-29 02:38:02.794980060
2616,company_02616@example.com,2024-07-19 19:30:36,Northwest,ecommerce,small,active,
2617,company_02617@example.com,2025-06-03 13:41:24,Moscow,education,small,active,
2618,company_02618@example.com,2024-02-09 17:30:58,South,ecommerce,medium,active,
2619,company_02619@example.com,2022-04-24 21:41:40,Northwest,services,small,active,
2620,company_02620@example.com,2022-02-06 07:06:46,South,retail,small,active,
2621,company_02621@example.com,2023-04-05 01:32:51,Siberia,entertainment,small,active,
2622,company_02622@example.com,2024-10-14 01:16:38,Northwest,entertainment,small,active,
2623,company_02623@example.com,2022-07-26 14:41:35,South,travel,medium,churned,2023-12-30 16:40:02.155516520
2624,company_02624@example.com,2025-03-11 17:38:08,Ural,ecommerce,small,churned,2025-07-16 22:52:54.554260991
2625,company_02625@example.com,2022-11-24 14:43:15,Moscow,education,small,active,
2626,company_02626@example.com,2023-11-11 02:22:43,Central,retail,small,active,
2627,company_02627@example.com,2022-10-05 19:33:22,Saint Petersburg,saas,large,churned,2024-10-10 13:37:17.738103658
2628,company_02628@example.com,2023-09-30 03:44:53,Ural,ecommerce,small,active,
2629,company_02629@example.com,2023-09-11 13:46:47,South,services,medium,active,
2630,company_02630@example.com,2022-01-08 11:41:35,Volga,retail,medium,churned,2023-07-06 10:18:49.144591801
2631,company_02631@example.com,2024-02-16 18:23:13,Far East,education,small,churned,2025-01-08 18:23:12.142509460
2632,company_02632@example.com,2024-12-12 03:17:00,Moscow,retail,medium,active,
2633,company_02633@example.com,2025-07-04 19:48:56,Northwest,retail,small,active,
2634,company_02634@example.com,2023-03-29 10:04:11,Moscow,services,small,active,
2635,company_02635@example.com,2025-04-19 15:24:23,Saint Petersburg,services,small,active,
2636,company_02636@example.com,2025-04-17 03:34:01,Volga,retail,small,churned,2026-05-09 22:53:35.030599948
2637,company_02637@example.com,2025-09-14 02:34:55,Saint Petersburg,ecommerce,small,active,
2638,company_02638@example.com,2023-05-26 08:19:30,South,saas,small,active,
2639,company_02639@example.com,2025-03-10 00:28:11,Ural,education,small,active,
2640,company_02640@example.com,2024-02-13 00:38:16,Ural,services,small,active,
2641,company_02641@example.com,2022-03-21 17:08:37,Moscow,education,small,active,
2642,company_02642@example.com,2023-01-05 19:51:41,Moscow,services,small,active,
2643,company_02643@example.com,2024-07-08 08:47:29,Moscow,services,small,active,
2644,company_02644@example.com,2022-08-08 16:26:07,Central,ecommerce,large,churned,2023-06-19 03:45:19.901325218
2645,company_02645@example.com,2023-08-18 17:07:09,Moscow,services,large,active,
2646,company_02646@example.com,2024-11-26 01:46:34,Saint Petersburg,education,small,active,
2647,company_02647@example.com,2022-07-24 20:54:16,Siberia,ecommerce,small,active,
2648,company_02648@example.com,2023-11-11 08:03:30,Far East,travel,small,churned,2026-04-07 14:51:02.127126642
2649,company_02649@example.com,2022-10-21 22:14:22,Ural,ecommerce,medium,active,
2650,company_02650@example.com,2024-01-04 21:58:17,Moscow,ecommerce,small,active,
2651,company_02651@example.com,2022-11-26 07:02:20,Volga,saas,medium,active,
2652,company_02652@example.com,2025-08-13 16:32:11,Moscow,saas,small,active,
2653,company_02653@example.com,2022-04-15 22:15:08,Saint Petersburg,retail,small,churned,2024-07-12 05:45:32.998289503
2654,company_02654@example.com,2025-08-11 04:15:20,Central,services,medium,active,
2655,company_02655@example.com,2024-12-19 06:50:18,Far East,ecommerce,small,active,
2656,company_02656@example.com,2025-03-16 12:26:31,Volga,travel,medium,active,
2657,company_02657@example.com,2025-03-10 20:44:46,Saint Petersburg,education,small,active,
2658,company_02658@example.com,2022-09-14 15:35:17,South,saas,small,active,
2659,company_02659@example.com,2025-06-27 17:36:15,Northwest,retail,small,active,
2660,company_02660@example.com,2024-03-23 23:09:39,Moscow,retail,small,churned,2026-02-10 08:20:40.809921809
2661,company_02661@example.com,2025-08-09 05:32:54,Ural,saas,small,active,
2662,company_02662@example.com,2025-04-16 07:20:10,Moscow,ecommerce,small,active,
2663,company_02663@example.com,2024-03-03 21:45:31,Moscow,ecommerce,small,active,
2664,company_02664@example.com,2023-05-28 06:23:59,Siberia,retail,small,active,
2665,company_02665@example.com,2022-06-10 10:46:19,Moscow,services,small,active,
2666,company_02666@example.com,2022-05-19 07:31:03,Ural,ecommerce,small,active,
2667,company_02667@example.com,2023-06-18 02:56:45,Moscow,services,medium,churned,2024-07-13 18:21:21.147137512
2668,company_02668@example.com,2025-01-14 09:32:02,Volga,retail,small,churned,2026-01-11 07:16:29.308951151
2669,company_02669@example.com,2023-11-23 07:26:51,Volga,services,medium,churned,2025-06-10 09:47:58.220924824
2670,company_02670@example.com,2023-10-22 01:15:39,Siberia,entertainment,small,active,
2671,company_02671@example.com,2022-12-01 09:54:17,Ural,education,small,active,
2672,company_02672@example.com,2024-02-12 02:08:25,South,services,medium,active,
2673,company_02673@example.com,2024-05-22 21:17:23,Central,education,small,active,
2674,company_02674@example.com,2025-09-05 13:45:41,Moscow,ecommerce,small,active,
2675,company_02675@example.com,2024-09-24 20:12:59,Volga,saas,medium,churned,2026-04-23 14:26:46.478274480
2676,company_02676@example.com,2024-04-10 15:57:56,Central,entertainment,small,active,
2677,company_02677@example.com,2025-05-29 23:38:28,Moscow,saas,medium,active,
2678,company_02678@example.com,2023-08-05 08:55:23,Northwest,other,medium,churned,2024-05-14 11:12:02.908693053
2679,company_02679@example.com,2025-07-03 00:14:34,Saint Petersburg,education,large,active,
2680,company_02680@example.com,2023-05-22 03:19:36,Moscow,services,small,churned,2024-04-07 14:40:41.967644427
2681,company_02681@example.com,2022-06-24 19:14:47,Siberia,ecommerce,small,active,
2682,company_02682@example.com,2023-07-26 07:16:35,Volga,other,medium,active,
2683,company_02683@example.com,2022-06-26 03:39:27,South,services,small,active,
2684,company_02684@example.com,2022-06-11 23:16:43,Moscow,retail,small,active,
2685,company_02685@example.com,2025-04-20 11:50:25,Central,saas,small,active,
2686,company_02686@example.com,2024-12-23 05:15:01,South,services,small,active,
2687,company_02687@example.com,2022-10-30 14:49:26,Saint Petersburg,other,small,active,
2688,company_02688@example.com,2025-02-19 23:55:11,South,travel,small,active,
2689,company_02689@example.com,2022-04-05 06:11:44,Moscow,entertainment,small,active,
2690,company_02690@example.com,2023-01-25 01:19:36,Moscow,services,small,active,
2691,company_02691@example.com,2024-08-23 22:44:03,Moscow,education,large,active,
2692,company_02692@example.com,2023-02-20 14:15:02,Saint Petersburg,travel,small,active,
2693,company_02693@example.com,2024-09-26 07:53:38,Moscow,ecommerce,small,active,
2694,company_02694@example.com,2025-04-11 02:08:32,Ural,ecommerce,small,churned,2026-05-15 22:46:38.199823361
2695,company_02695@example.com,2022-04-01 08:56:14,Volga,other,small,active,
2696,company_02696@example.com,2022-02-02 18:59:40,Moscow,entertainment,large,churned,2022-10-23 15:27:46.160437157
2697,company_02697@example.com,2025-07-09 22:08:46,Volga,other,medium,active,
2698,company_02698@example.com,2023-12-13 23:39:31,Moscow,ecommerce,small,active,
2699,company_02699@example.com,2023-11-24 20:33:58,Central,retail,small,active,
2700,company_02700@example.com,2023-09-27 07:24:03,Siberia,entertainment,small,active,
2701,company_02701@example.com,2023-08-17 04:22:12,South,ecommerce,small,churned,2025-07-07 00:16:22.837607354
2702,company_02702@example.com,2024-08-02 02:14:31,South,education,small,churned,2025-01-02 05:11:30.628885674
2703,company_02703@example.com,2024-03-04 02:12:18,Saint Petersburg,retail,small,active,
2704,company_02704@example.com,2022-08-12 12:28:34,Moscow,entertainment,small,active,
2705,company_02705@example.com,2024-05-07 05:47:57,Ural,education,small,active,
2706,company_02706@example.com,2024-07-03 06:38:05,Volga,retail,small,active,
2707,company_02707@example.com,2022-06-05 09:44:46,Volga,education,small,active,
2708,company_02708@example.com,2023-05-31 08:55:51,Northwest,ecommerce,small,active,
2709,company_02709@example.com,2024-12-17 09:56:35,Saint Petersburg,travel,small,active,
2710,company_02710@example.com,2024-04-26 09:38:36,Ural,services,small,active,
2711,company_02711@example.com,2022-07-06 13:17:39,Volga,services,small,churned,2023-02-11 23:37:21.894128423
2712,company_02712@example.com,2022-02-24 20:23:57,Moscow,education,small,churned,2024-10-29 10:41:01.230468020
2713,company_02713@example.com,2024-03-06 02:19:23,Moscow,retail,small,active,
2714,company_02714@example.com,2023-09-24 15:25:38,Volga,ecommerce,medium,active,
2715,company_02715@example.com,2025-08-07 17:14:33,Saint Petersburg,other,medium,active,
2716,company_02716@example.com,2023-12-16 10:32:28,South,retail,small,active,
2717,company_02717@example.com,2025-06-28 06:38:18,South,education,small,active,
2718,company_02718@example.com,2022-10-21 04:45:52,Central,retail,medium,active,
2719,company_02719@example.com,2023-09-04 22:59:14,Volga,other,small,active,
2720,company_02720@example.com,2022-07-11 00:07:25,Volga,saas,small,active,
2721,company_02721@example.com,2024-02-25 13:05:29,Central,ecommerce,small,active,
2722,company_02722@example.com,2022-09-15 19:59:17,Siberia,services,small,active,
2723,company_02723@example.com,2023-11-05 09:58:52,Moscow,education,small,active,
2724,company_02724@example.com,2023-04-16 18:50:23,Northwest,saas,small,active,
2725,company_02725@example.com,2022-09-12 01:52:39,Moscow,other,small,churned,2024-11-22 01:51:15.721490704
2726,company_02726@example.com,2022-05-13 10:28:14,Moscow,travel,small,active,
2727,company_02727@example.com,2023-12-02 11:41:24,South,saas,small,active,
2728,company_02728@example.com,2025-07-19 22:24:12,Moscow,education,small,active,
2729,company_02729@example.com,2022-09-29 21:18:08,Saint Petersburg,retail,small,active,
2730,company_02730@example.com,2023-07-09 00:45:54,Moscow,services,small,churned,2025-04-25 22:32:23.253103487
2731,company_02731@example.com,2022-11-04 06:17:06,South,travel,small,active,
2732,company_02732@example.com,2025-01-11 16:05:23,Volga,ecommerce,small,churned,2025-11-09 17:00:50.989248838
2733,company_02733@example.com,2023-07-22 14:04:43,Moscow,education,medium,active,
2734,company_02734@example.com,2025-08-26 00:03:46,Central,ecommerce,small,active,
2735,company_02735@example.com,2022-12-02 09:20:21,Moscow,ecommerce,small,active,
2736,company_02736@example.com,2022-04-21 10:42:02,Northwest,entertainment,small,active,
2737,company_02737@example.com,2024-03-07 21:18:09,Moscow,ecommerce,medium,active,
2738,company_02738@example.com,2024-06-10 11:36:43,Volga,saas,medium,active,
2739,company_02739@example.com,2025-09-17 08:01:07,Central,retail,medium,active,
2740,company_02740@example.com,2025-04-07 02:06:11,Volga,services,small,active,
2741,company_02741@example.com,2025-04-24 13:04:02,Northwest,entertainment,small,active,
2742,company_02742@example.com,2024-05-17 15:11:05,Saint Petersburg,saas,small,active,
2743,company_02743@example.com,2023-05-08 05:26:29,Ural,saas,small,active,
2744,company_02744@example.com,2023-08-10 21:47:08,Central,retail,small,active,
2745,company_02745@example.com,2022-07-02 23:06:38,South,retail,small,active,
2746,company_02746@example.com,2023-08-13 17:05:56,Saint Petersburg,travel,small,churned,2025-10-10 19:00:01.346109249
2747,company_02747@example.com,2023-05-14 13:14:48,Moscow,saas,medium,active,
2748,company_02748@example.com,2022-10-07 17:05:07,Moscow,saas,small,active,
2749,company_02749@example.com,2024-01-02 08:00:42,Moscow,travel,small,active,
2750,company_02750@example.com,2023-05-21 06:16:09,Northwest,ecommerce,small,active,
2751,company_02751@example.com,2025-09-21 04:00:13,Ural,retail,medium,active,
2752,company_02752@example.com,2023-10-17 15:01:20,Moscow,other,medium,active,
2753,company_02753@example.com,2025-08-04 12:17:07,Volga,services,small,active,
2754,company_02754@example.com,2024-06-22 20:28:10,South,travel,large,active,
2755,company_02755@example.com,2022-02-25 06:23:14,Saint Petersburg,services,medium,active,
2756,company_02756@example.com,2022-10-06 07:30:40,Central,entertainment,medium,active,
2757,company_02757@example.com,2024-08-23 12:43:37,South,saas,medium,active,
2758,company_02758@example.com,2024-01-16 17:17:57,Moscow,retail,small,active,
2759,company_02759@example.com,2023-02-17 19:32:38,Volga,entertainment,medium,churned,2026-05-22 13:52:01.214697927
2760,company_02760@example.com,2023-12-16 05:05:00,Moscow,retail,small,active,
2761,company_02761@example.com,2025-05-20 06:56:23,Moscow,education,medium,active,
2762,company_02762@example.com,2023-06-16 18:03:46,South,saas,small,churned,2024-07-05 07:04:52.749273878
2763,company_02763@example.com,2022-03-03 17:12:26,South,retail,medium,active,
2764,company_02764@example.com,2023-03-02 09:24:49,Northwest,retail,large,active,
2765,company_02765@example.com,2025-07-04 06:37:06,Moscow,services,small,active,
2766,company_02766@example.com,2024-11-08 02:40:29,South,other,large,active,
2767,company_02767@example.com,2025-02-19 16:00:13,Far East,ecommerce,small,active,
2768,company_02768@example.com,2025-06-01 01:52:12,South,travel,small,active,
2769,company_02769@example.com,2022-06-10 17:54:13,Northwest,education,small,active,
2770,company_02770@example.com,2023-01-22 16:42:33,Northwest,retail,medium,active,
2771,company_02771@example.com,2022-03-23 20:09:09,Ural,travel,small,active,
2772,company_02772@example.com,2022-01-07 11:28:50,Northwest,services,small,active,
2773,company_02773@example.com,2025-02-15 21:07:19,Volga,saas,small,churned,2025-10-06 19:11:00.510741079
2774,company_02774@example.com,2025-07-05 17:50:55,Central,travel,small,active,
2775,company_02775@example.com,2022-08-02 01:50:09,Far East,other,small,active,
2776,company_02776@example.com,2024-09-14 22:15:10,Siberia,saas,medium,active,
2777,company_02777@example.com,2024-01-02 17:46:34,Moscow,ecommerce,small,active,
2778,company_02778@example.com,2022-04-05 16:48:44,Saint Petersburg,saas,medium,churned,2023-10-28 18:35:09.949959107
2779,company_02779@example.com,2025-06-06 17:44:06,Saint Petersburg,services,small,active,
2780,company_02780@example.com,2025-04-06 20:30:27,Siberia,ecommerce,large,active,
2781,company_02781@example.com,2024-02-16 06:27:23,Moscow,services,small,active,
2782,company_02782@example.com,2024-08-26 09:23:36,Saint Petersburg,travel,small,active,
2783,company_02783@example.com,2023-06-28 09:57:49,Volga,ecommerce,small,active,
2784,company_02784@example.com,2024-12-20 14:29:23,Moscow,education,small,active,
2785,company_02785@example.com,2023-09-01 18:46:01,Northwest,services,small,active,
2786,company_02786@example.com,2025-09-15 04:36:47,Central,retail,medium,active,
2787,company_02787@example.com,2022-03-28 08:15:46,Moscow,entertainment,small,active,
2788,company_02788@example.com,2022-08-24 12:00:48,Saint Petersburg,ecommerce,small,active,
2789,company_02789@example.com,2025-08-18 06:04:34,Ural,saas,small,active,
2790,company_02790@example.com,2023-01-31 01:16:48,Volga,saas,large,active,
2791,company_02791@example.com,2023-03-01 23:23:53,Central,education,small,churned,2025-09-20 15:19:48.804046780
2792,company_02792@example.com,2024-12-18 11:09:33,Saint Petersburg,services,small,active,
2793,company_02793@example.com,2022-09-17 01:10:55,Siberia,ecommerce,small,churned,2024-03-18 18:53:34.608057737
2794,company_02794@example.com,2023-12-04 12:29:45,Ural,ecommerce,small,churned,2025-09-18 02:43:57.185297057
2795,company_02795@example.com,2023-01-27 07:30:18,South,services,small,active,
2796,company_02796@example.com,2022-09-28 18:38:22,Central,ecommerce,small,active,
2797,company_02797@example.com,2025-08-12 06:18:02,Northwest,saas,small,active,
2798,company_02798@example.com,2022-10-01 11:01:16,South,services,small,active,
2799,company_02799@example.com,2022-05-09 23:35:58,Central,ecommerce,small,active,
2800,company_02800@example.com,2024-07-10 22:43:21,Northwest,retail,small,active,
2801,company_02801@example.com,2025-04-01 11:17:36,Siberia,saas,medium,active,
2802,company_02802@example.com,2022-06-24 09:56:30,South,retail,small,active,
2803,company_02803@example.com,2024-08-26 07:55:50,Ural,travel,small,active,
2804,company_02804@example.com,2024-01-10 19:14:49,Central,ecommerce,small,active,
2805,company_02805@example.com,2025-02-09 11:11:22,Volga,other,small,active,
2806,company_02806@example.com,2022-06-23 16:10:20,Moscow,education,medium,active,
2807,company_02807@example.com,2025-08-28 00:40:04,Volga,education,small,active,
2808,company_02808@example.com,2024-04-26 22:38:33,Saint Petersburg,services,small,active,
2809,company_02809@example.com,2025-02-26 01:37:17,Saint Petersburg,retail,small,churned,2025-11-24 04:38:22.544186313
2810,company_02810@example.com,2023-05-11 03:56:34,Far East,travel,small,active,
2811,company_02811@example.com,2025-07-14 13:07:45,Moscow,ecommerce,large,active,
2812,company_02812@example.com,2024-05-06 20:44:33,Ural,ecommerce,small,active,
2813,company_02813@example.com,2022-06-23 15:32:18,Saint Petersburg,ecommerce,small,active,
2814,company_02814@example.com,2025-06-16 12:42:10,Moscow,services,medium,active,
2815,company_02815@example.com,2024-12-24 15:19:48,Moscow,entertainment,medium,active,
2816,company_02816@example.com,2023-02-15 16:12:35,Central,ecommerce,small,active,
2817,company_02817@example.com,2024-01-17 11:37:27,Central,saas,small,churned,2025-08-12 00:06:23.005036354
2818,company_02818@example.com,2023-06-15 20:47:34,Saint Petersburg,saas,small,active,
2819,company_02819@example.com,2024-01-14 12:02:50,South,ecommerce,medium,active,
2820,company_02820@example.com,2025-08-13 15:10:03,Central,ecommerce,medium,active,
2821,company_02821@example.com,2025-05-14 17:23:35,Moscow,retail,small,active,
2822,company_02822@example.com,2022-10-22 20:36:44,Saint Petersburg,ecommerce,medium,active,
2823,company_02823@example.com,2025-08-22 10:15:46,Moscow,travel,small,active,
2824,company_02824@example.com,2023-08-23 02:37:25,Moscow,education,small,active,
2825,company_02825@example.com,2024-08-22 05:15:06,Moscow,retail,small,active,
2826,company_02826@example.com,2024-11-11 10:58:21,South,travel,medium,churned,2026-03-15 19:39:24.045571942
2827,company_02827@example.com,2023-10-23 15:49:59,South,retail,small,active,
2828,company_02828@example.com,2023-09-17 16:58:12,Siberia,entertainment,small,active,
2829,company_02829@example.com,2023-09-17 08:39:05,Ural,services,small,active,
2830,company_02830@example.com,2025-03-25 23:13:05,Volga,retail,medium,active,
2831,company_02831@example.com,2023-06-13 12:21:45,Saint Petersburg,services,medium,active,
2832,company_02832@example.com,2023-01-18 22:26:16,Moscow,retail,small,active,
2833,company_02833@example.com,2023-05-10 16:01:09,South,other,small,active,
2834,company_02834@example.com,2022-09-24 14:23:26,Saint Petersburg,education,medium,active,
2835,company_02835@example.com,2023-06-20 13:57:09,Saint Petersburg,entertainment,medium,active,
2836,company_02836@example.com,2022-06-06 01:25:23,Northwest,other,small,active,
2837,company_02837@example.com,2022-05-03 18:46:41,Moscow,services,small,active,
2838,company_02838@example.com,2024-09-17 05:27:02,Moscow,travel,medium,active,
2839,company_02839@example.com,2022-04-16 22:22:53,Far East,services,large,active,
2840,company_02840@example.com,2024-02-17 07:18:40,Saint Petersburg,ecommerce,small,active,
2841,company_02841@example.com,2024-12-02 20:41:12,Central,other,small,active,
2842,company_02842@example.com,2024-09-18 02:10:42,Moscow,education,small,active,
2843,company_02843@example.com,2023-09-03 05:27:54,Central,entertainment,medium,active,
2844,company_02844@example.com,2022-09-22 21:19:44,Northwest,services,small,active,
2845,company_02845@example.com,2025-06-27 04:13:59,South,ecommerce,small,active,
2846,company_02846@example.com,2025-02-16 12:00:07,Central,retail,small,active,
2847,company_02847@example.com,2024-04-17 12:26:24,Saint Petersburg,ecommerce,medium,active,
2848,company_02848@example.com,2022-04-29 16:33:21,Saint Petersburg,ecommerce,medium,churned,2024-08-02 03:18:25.328393355
2849,company_02849@example.com,2022-02-18 02:53:52,Volga,travel,large,active,
2850,company_02850@example.com,2023-03-08 05:18:15,Saint Petersburg,ecommerce,small,active,
2851,company_02851@example.com,2022-08-04 11:48:22,Moscow,other,medium,active,
2852,company_02852@example.com,2025-03-22 23:14:18,South,education,medium,active,
2853,company_02853@example.com,2022-10-09 13:28:31,Siberia,education,small,active,
2854,company_02854@example.com,2023-01-22 15:59:37,Siberia,retail,small,active,
2855,company_02855@example.com,2025-08-27 19:21:54,Siberia,ecommerce,large,churned,2026-03-10 00:36:57.210321564
2856,company_02856@example.com,2025-01-24 09:06:39,Volga,services,small,churned,2025-08-31 14:13:39.197373653
2857,company_02857@example.com,2022-10-27 04:29:49,Ural,retail,small,active,
2858,company_02858@example.com,2023-06-09 16:29:13,Far East,services,small,active,
2859,company_02859@example.com,2023-12-07 13:17:25,Moscow,services,medium,active,
2860,company_02860@example.com,2024-06-27 17:19:20,Central,ecommerce,small,active,
2861,company_02861@example.com,2025-07-04 16:33:39,Moscow,education,medium,active,
2862,company_02862@example.com,2025-04-06 16:48:07,Northwest,retail,small,active,
2863,company_02863@example.com,2025-08-29 19:11:30,Far East,ecommerce,medium,churned,2026-03-17 08:27:20.312172616
2864,company_02864@example.com,2022-02-25 14:28:09,Ural,travel,small,active,
2865,company_02865@example.com,2022-11-20 08:11:08,Saint Petersburg,ecommerce,medium,active,
2866,company_02866@example.com,2024-02-10 04:27:22,Northwest,retail,medium,churned,2024-12-15 08:04:07.475858012
2867,company_02867@example.com,2022-03-09 04:37:49,Moscow,services,small,active,
2868,company_02868@example.com,2023-05-02 02:34:20,Moscow,education,small,active,
2869,company_02869@example.com,2022-07-30 03:03:19,Volga,other,medium,active,
2870,company_02870@example.com,2025-06-30 05:37:37,Ural,saas,small,active,
2871,company_02871@example.com,2022-03-28 15:12:02,Siberia,travel,small,active,
2872,company_02872@example.com,2022-07-23 00:24:37,Saint Petersburg,education,small,churned,2025-11-10 12:30:22.963758901
